id,title,description,availability,condition,price,sale_price,image_link,link,brand,product_type,custom_label_0,custom_label_1,custom_label_2,messenger_link
100049,Forbici universali Q-Connect nero 17 cm  E-KF01228 IA,Forbici universali dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi. Realizzate in materiale plastico in parte riciclato.,in stock,new,1.94 EUR,1.52 EUR,https://asset.pbs-holding.com/asset/XL/947/1604947.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Forbici%20universali%20Q-Connect%20nero%2017%20cm%20%20E-KF01228%20IA%20%28SKU%20100049%29%20%E2%80%93%20Prezzo%201.52%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Cancelleria > Forbici > Forbici,Cancelleria,Forbici,Forbici,https://m.me/paperprintsnc
100050,"Forbici per bricolage in blister Q-Connect rosso e blu 13,5 cm - E-KF01229 IA",Le forbici per bricolage Q-Connect con le loro lame simmetriche in acciaio inox e impugnature in plastica colorata garantiscono tagli precisi e un elevato comfort di taglio. Prodotto blisterato.,in stock,new,1.57 EUR,1.24 EUR,https://asset.pbs-holding.com/asset/XL/58/1647058.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Forbici%20per%20bricolage%20in%20blister%20Q-Connect%20rosso%20e%20blu%2013%2C5%20cm%20-%20E-KF01229%20IA%20%28SKU%20100050%29%20%E2%80%93%20Prezzo%201.24%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Cancelleria > Forbici > Forbici,Cancelleria,Forbici,Forbici,https://m.me/paperprintsnc
100051,"Forbici universali Q-Connect nero 25,5 cm KF02340",Forbici universali dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi. Realizzate in materiale plastico in parte riciclato.,in stock,new,4.01 EUR,3.57 EUR,https://asset.pbs-holding.com/asset/XL/165/1463165.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Forbici%20universali%20Q-Connect%20nero%2025%2C5%20cm%20KF02340%20%28SKU%20100051%29%20%E2%80%93%20Prezzo%203.57%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Cancelleria > Forbici > Forbici,Cancelleria,Forbici,Forbici,https://m.me/paperprintsnc
100052,Forbici per mancini Q-Connect nero 21 cm  E-KF15757 IA,Forbici per mancini dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi.,in stock,new,3.04 EUR,2.33 EUR,https://asset.pbs-holding.com/asset/XL/480/1459480.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Forbici%20per%20mancini%20Q-Connect%20nero%2021%20cm%20%20E-KF15757%20IA%20%28SKU%20100052%29%20%E2%80%93%20Prezzo%202.33%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Cancelleria > Forbici > Forbici,Cancelleria,Forbici,Forbici,https://m.me/paperprintsnc
100054,Righello Q-Connect alluminio argento 20 cm KF03677,Il righello in alluminio di Q-Connect ha particolari proprietà antiscivolo e una scala graduata in cm e pollici.,in stock,new,2.92 EUR,2.26 EUR,https://asset.pbs-holding.com/asset/XL/901/1688901.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Righello%20Q-Connect%20alluminio%20argento%2020%20cm%20KF03677%20%28SKU%20100054%29%20%E2%80%93%20Prezzo%202.26%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Disegno e didattica > Disegno tecnico > Righe,Disegno e didattica,Disegno tecnico,Righe,https://m.me/paperprintsnc
100055,Righello Q-Connect alluminio argento 40 cm KF03679,Il righello in alluminio di Q-Connect ha particolari proprietà antiscivolo e una scala graduata in cm e pollici.,in stock,new,6.09 EUR,4.65 EUR,https://asset.pbs-holding.com/asset/XL/903/1688903.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Righello%20Q-Connect%20alluminio%20argento%2040%20cm%20KF03679%20%28SKU%20100055%29%20%E2%80%93%20Prezzo%204.65%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Disegno e didattica > Disegno tecnico > Righe,Disegno e didattica,Disegno tecnico,Righe,https://m.me/paperprintsnc
102452,Olio distruggidocumenti Q-Connect Aerosol 150 ml KF14455,"Olio per distruggidocumenti Q-Connect per l'uso con tutti i distruggidocumenti Q-Connect. Se usato regolarmente, allunga la vita del distruggidocumenti, riduce i costi di manutenzione e il rumore del distruggidocumenti. Aerosol 150 ml.",in stock,new,9.63 EUR,7.73 EUR,https://asset.pbs-holding.com/asset/XL/31/1459031.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Olio%20distruggidocumenti%20Q-Connect%20Aerosol%20150%20ml%20KF14455%20%28SKU%20102452%29%20%E2%80%93%20Prezzo%207.73%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Macchine per ufficio > Distruggidocumenti > Accessori per distruggidocumenti,Macchine per ufficio,Distruggidocumenti,Accessori per distruggidocumenti,https://m.me/paperprintsnc
102453,Kit pulizia laptop Q-Connect Spray da 25 ml + panno KF32158A,"Kit di pulizia per laptop con spray da 25 ml e panno morbido in microfibra. Ideale per palmari e touch screen. Non tossico e senza alcool. Contiene: borsina in plastica in confezione blister con spray protettivo per schermi da 25 ml, panno tecnico in microfibra.",in stock,new,11.58 EUR,9.38 EUR,https://asset.pbs-holding.com/asset/XL/645/1545645.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Kit%20pulizia%20laptop%20Q-Connect%20Spray%20da%2025%C2%A0ml%20%2B%20panno%20KF32158A%20%28SKU%20102453%29%20%E2%80%93%20Prezzo%209.38%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Informatica > Periferiche PC > Pulizia PC,Informatica,Periferiche PC,Pulizia PC,https://m.me/paperprintsnc
102454,Panno pulizia in microfibra Q-Connect per occhiali-Cd-Dvd in busta richiudibile - KF32157A,"Panno morbido, di qualità ottica, lavabile e riutilizzabile, ideale per la pulizia degli occhiali, CD/DVD e schermi tecnici rivestiti. Confezionato in busta richiudibile.",in stock,new,3.04 EUR,2.39 EUR,https://asset.pbs-holding.com/asset/XL/295/1813295.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Panno%20pulizia%20in%20microfibra%20Q-Connect%20per%20occhiali-Cd-Dvd%20in%20busta%20richiudibile%20-%20KF32157A%20%28SKU%20102454%29%20%E2%80%93%20Prezzo%202.39%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Informatica > Periferiche PC > Pulizia PC,Informatica,Periferiche PC,Pulizia PC,https://m.me/paperprintsnc
102455,Liquido rimuovi-etichette Q-Connect 200 ml KF18620,"Per rimuovere etichette di carta adesiva senza lasciare residui, utilizzo rapido ed efficiente, adatto a legno, metallo, vetro e la maggior parte delle plastiche (prima testare). - Rimuove etichette senza lasciare residui - Utilizzo rapido ed efficiente - Disponibile come aerosol con pennello applicatore per aiutare nella rimozione dell'etichetta.",in stock,new,10.72 EUR,8.39 EUR,https://asset.pbs-holding.com/asset/XL/996/1815996.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Liquido%20rimuovi-etichette%20Q-Connect%20200%20ml%20KF18620%20%28SKU%20102455%29%20%E2%80%93%20Prezzo%208.39%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Spedizione > Etichette > Etichette bianche,Spedizione,Etichette,Etichette bianche,https://m.me/paperprintsnc
102457,Contenitore per detergenti lavagna Q-Connect include 100 salviette e un detergente liquido da 250 ml - KF00291A,Contenitore detergenti con parte posteriore magnetica e autoadesiva per il fissaggio alla lavagna bianca. Fornito con 100 salviette detergenti multiuso e liquido detergente per schermi e lavagne bianche da 250 ml.,in stock,new,16.58 EUR,12.43 EUR,https://asset.pbs-holding.com/asset/XL/78/2211078.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Contenitore%20per%20detergenti%20lavagna%20Q-Connect%20include%20100%20salviette%20e%20un%20detergente%20liquido%20da%20250%20ml%20-%20KF00291A%20%28SKU%20102457%29%20%E2%80%93%20Prezzo%2012.43%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Comunicazione visiva > Lavagne > Accessori per lavagne,Comunicazione visiva,Lavagne,Accessori per lavagne,https://m.me/paperprintsnc
102458,Liquido rimuovi-inchiostro per lavagne bianche Q-Connect 150 ml KF01974,"Prodotto di rimozione macchie di inchiostro permanente Q-Connect. Una formula esclusiva che ridona nuova vita alle lavagne bianche rimuovendo l'inchiostro permanente, gli effetti ombra e i graffi minori. 150 ml.",in stock,new,7.31 EUR,6.42 EUR,https://asset.pbs-holding.com/asset/XL/234/1815234.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Liquido%20rimuovi-inchiostro%20per%20lavagne%20bianche%20Q-Connect%20150%20ml%20KF01974%20%28SKU%20102458%29%20%E2%80%93%20Prezzo%206.42%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Comunicazione visiva > Lavagne > Accessori per lavagne,Comunicazione visiva,Lavagne,Accessori per lavagne,https://m.me/paperprintsnc
102460,Cancellino lavabile per lavagne bianche Q-Connect 13x6xH.2 cm nero KF01972,Cancellino per lavagne bianche Q-Connect. Cancellino leggero lavabile con una superficie morbida assorbente che semplifica la pulizia della lavagna. Dimensioni: 13 x 6 x H.2 cm.,in stock,new,3.53 EUR,2.64 EUR,https://asset.pbs-holding.com/asset/XL/178/1819178.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Cancellino%20lavabile%20per%20lavagne%20bianche%20Q-Connect%2013x6xH.2%20cm%20nero%20KF01972%20%28SKU%20102460%29%20%E2%80%93%20Prezzo%202.64%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Comunicazione visiva > Lavagne > Cancellini per lavagna,Comunicazione visiva,Lavagne,Cancellini per lavagna,https://m.me/paperprintsnc
102526,"Tappetino mouse Q-Connect 21,2x17,2 cm Design Swimming Pool KF04557","Mousepad con una superficie microstrutturata super sottile da 1 mm per un eccellente tracciamento del mouse, base antiscivolo. Design Piscina.",in stock,new,7.19 EUR,5.39 EUR,https://asset.pbs-holding.com/asset/XL/231/1459231.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Tappetino%20mouse%20Q-Connect%2021%2C2x17%2C2%20cm%20Design%20Swimming%20Pool%20KF04557%20%28SKU%20102526%29%20%E2%80%93%20Prezzo%205.39%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Informatica > Ergonomia per posto di lavoro > Tappetini mouse e poggiapolsi,Informatica,Ergonomia per posto di lavoro,Tappetini mouse e poggiapolsi,https://m.me/paperprintsnc
102527,"Tappetino mouse Q-Connect 21,2x17,2 cm Design Raindrop KF04559","Mousepad con una superficie microstrutturata super sottile da 1 mm per un eccellente tracciamento del mouse, base antiscivolo. Design Gocce di pioggia.",in stock,new,7.19 EUR,5.39 EUR,https://asset.pbs-holding.com/asset/XL/232/1459232.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Tappetino%20mouse%20Q-Connect%2021%2C2x17%2C2%20cm%20Design%20Raindrop%20KF04559%20%28SKU%20102527%29%20%E2%80%93%20Prezzo%205.39%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Informatica > Ergonomia per posto di lavoro > Tappetini mouse e poggiapolsi,Informatica,Ergonomia per posto di lavoro,Tappetini mouse e poggiapolsi,https://m.me/paperprintsnc
102528,"Supporto per monitor Q-Connect 37x23,5 cm nero KF04553","Supporto per monitor con piattaforma rivestita in gomma antiscivolo. Dimensioni della superficie della base rialzata: 370 x 235mm. Dimensioni totali del supporto: L. 47 x P. 32,3 x H. 12,2 cm. Può sostenere fino a 5 kg. Materiale resistente ai graffi. Nero.",in stock,new,47.93 EUR,35.95 EUR,https://asset.pbs-holding.com/asset/XL/613/1584613.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Supporto%20per%20monitor%20Q-Connect%2037x23%2C5%20cm%20nero%20KF04553%20%28SKU%20102528%29%20%E2%80%93%20Prezzo%2035.95%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Informatica > Ergonomia per posto di lavoro > Supporti monitor,Informatica,Ergonomia per posto di lavoro,Supporti monitor,https://m.me/paperprintsnc
102529,Leggio Desktop Easel Copyholder Q-Connect A4 grigio chiaro KF04521,"Q-Connect Desktop Easel Copyholder. Un supporto economico e funzionale, che consente di posizionare la pagina ovunque. Le caratteristiche includono una clip per tenere le pagine in posizione. Adatto per fogli formato A4.",in stock,new,16.46 EUR,12.34 EUR,https://asset.pbs-holding.com/asset/XL/337/1532337.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Leggio%20Desktop%20Easel%20Copyholder%20Q-Connect%20A4%20grigio%20chiaro%20KF04521%20%28SKU%20102529%29%20%E2%80%93%20Prezzo%2012.34%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Informatica > Ergonomia per posto di lavoro > Leggii,Informatica,Ergonomia per posto di lavoro,Leggii,https://m.me/paperprintsnc
102530,Taglierina a rullo Q-Connect grigio/blu fino a 10 ff A4 KF17011,Q-Connect taglierina a rullo formato A4. Facile da usare con un semplice meccanismo di taglio. Il bordo affilato assicura un taglio preciso e pulito. Capacità di taglio: fino a 10 fogli di 80 gsm. Lunghezza di taglio - 320 mm. Area di taglio : 320 x 157mm. Colore grigio/blu.,in stock,new,51.11 EUR,41.77 EUR,https://asset.pbs-holding.com/asset/XL/653/2837653.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Taglierina%20a%20rullo%20Q-Connect%20grigio/blu%20fino%20a%2010%20ff%20A4%20KF17011%20%28SKU%20102530%29%20%E2%80%93%20Prezzo%2041.77%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Cancelleria > Taglierine e cutter > Taglierine a lama rotante,Cancelleria,Taglierine e cutter,Taglierine a lama rotante,https://m.me/paperprintsnc
102533,Plastificatrice a caldo Q-Connect a 2 rulli nero A4 KF17001,"Plastificatrici Q-Connect a 2 rulli. Adatte a plastificare foto, in particolare carte patinate inkjet di qualità fotografica. Spessore massimo supportato delle pouches 2 x 125 m?, funzione di ritorno a rullo manuale. Tempo di preriscaldamento da 1 minuto e mezzo a 2 minuti. 
Velocità di plastificazione 40 cm/min. Larghezza di avanzamento 24 cm. Disponibili in formato A3 e A4. Garanzia 2 anni.",in stock,new,50.25 EUR,37.69 EUR,https://asset.pbs-holding.com/asset/XL/217/2179217.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Plastificatrice%20a%20caldo%20Q-Connect%20a%202%20rulli%20nero%20A4%20KF17001%20%28SKU%20102533%29%20%E2%80%93%20Prezzo%2037.69%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Macchine per ufficio > Plastificatrici > Plastificatrici a caldo,Macchine per ufficio,Plastificatrici,Plastificatrici a caldo,https://m.me/paperprintsnc
102535,Etichette universali Q-Connect bianco 105x37 mm 16 et./foglio conf. da 100 fogli - KF10654,"Etichette universali 105x37 mm, colore bianco. Confezione 100 fogli, 16 etichette per foglio, 1600 etichette complessive. Grammatura 70 gr/mq. Forma rettangolare, non removibili. Angoli squadrati. Carta certificata FSC.",in stock,new,10.16 EUR,8.07 EUR,https://asset.pbs-holding.com/asset/XL/663/1846663.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Etichette%20universali%20Q-Connect%20bianco%20105x37%20mm%2016%20et./foglio%20conf.%20da%20100%20fogli%20-%20KF10654%20%28SKU%20102535%29%20%E2%80%93%20Prezzo%208.07%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Spedizione > Etichette > Etichette bianche,Spedizione,Etichette,Etichette bianche,https://m.me/paperprintsnc
102536,"Etichette universali Q-Connect 105x42,3 mm bianco 14. et./foglio conf. da 100 fogli - KF10656","Etichette universali 105x42,3 mm, colore bianco. Confezione 100 fogli, 14 etichette per foglio, 1400 etichette complessive. Grammatura 70 gr/mq. Forma rettangolare, non removibili. Angoli squadrati. Carta certificata FSC.",in stock,new,10.16 EUR,8.59 EUR,https://asset.pbs-holding.com/asset/XL/666/1846666.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Etichette%20universali%20Q-Connect%20105x42%2C3%20mm%20bianco%2014.%20et./foglio%20conf.%20da%20100%20fogli%20-%20KF10656%20%28SKU%20102536%29%20%E2%80%93%20Prezzo%208.59%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Spedizione > Etichette > Etichette bianche,Spedizione,Etichette,Etichette bianche,https://m.me/paperprintsnc
102537,Etichette universali Q-Connect 105x48 mm bianco - 12 et./foglio conf. da 100 fogli - KF10657,"Etichette universali 105x48 mm, colore bianco. Margine superiore e inferiore foglio 3,63x3,63 mm. Confezione 100 fogli, 12 etichette per foglio, 1200 etichette complessive. Grammatura 70 gr/mq. Forma rettangolare, non removibili. Angoli squadrati. Carta certificata FSC.",in stock,new,10.16 EUR,8.07 EUR,https://asset.pbs-holding.com/asset/XL/697/1846697.jpg,https://wa.me/393661420573?text=Ciao%21%20Sono%20interessato%20al%20prodotto%20Etichette%20universali%20Q-Connect%20105x48%20mm%20bianco%20-%2012%20et./foglio%20conf.%20da%20100%20fogli%20-%20KF10657%20%28SKU%20102537%29%20%E2%80%93%20Prezzo%208.07%E2%82%AC%20IVA%20compresa.%20%C3%88%20disponibile%3F,Q-Connect,Spedizione > Etichette > Etichette bianche,Spedizione,Etichette,Etichette bianche,https://m.me/paperprintsnc
